failure,smart_1_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_10_raw,smart_12_raw,smart_187_raw,smart_191_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw
0,0,0,3,0,0,11636,0,3,0,0,1,1,22,0,0,0
0,109223936,0,9,0,175286836,4033,0,3,0,0,0,24656,22,0,0,0
0,0,0,3,0,0,10975,0,3,0,0,39,39,25,0,0,0
0,216154176,0,7,0,243699411,15962,0,7,0,0,5,6689,24,0,0,0
0,0,563,15,0,0,23206,0,15,0,0,17,17,32,0,0,0
0,25497200,0,8,0,98797123,4041,0,8,0,0,0,2306,16,0,0,0
0,0,618,35,0,0,40437,0,35,0,0,1041,1041,27,0,0,0
0,0,399,9,0,0,14648,0,9,0,0,74,74,28,0,0,0
0,167202200,0,7,0,713930305,22192,0,7,0,0,2,32104,25,0,0,0
0,79991060,0,1,0,542300615,6632,0,1,0,3214,0,20260,21,0,0,0
0,128993216,0,3,0,497500591,8838,0,3,0,0,0,1832,17,0,0,0
0,120667024,0,5,0,99504950,2076,0,5,0,0,1,1930,34,0,0,0
0,0,556,9,0,0,15368,0,9,0,0,73,73,28,0,0,0
0,57743624,0,1,0,615973370,10662,0,1,0,0,0,184,27,0,0,0
0,18069792,0,2,0,323879679,7880,0,2,0,0,0,42401,19,0,0,0
0,0,0,3,0,0,12920,0,3,0,0,62,62,34,0,0,0
0,181942216,0,4,0,96804579,2097,0,4,0,0,0,1985,26,0,0,0
0,128277368,0,4,0,32187665,1038,0,4,0,0,0,6788,31,0,0,0
0,0,0,4,0,0,12993,0,4,0,0,213,213,33,0,0,0
0,0,0,4,0,0,12416,0,4,0,0,191,191,23,0,0,0
0,191438680,0,2,0,141024378,4013,0,2,0,0,0,39928,36,0,0,0
0,99180736,0,5,0,97567305,2115,0,5,0,0,0,2025,24,0,0,0
0,0,453,9,0,0,32313,0,9,0,0,10,10,30,0,0,0
0,0,545,20,0,0,13587,0,20,0,0,336,336,24,0,0,0
0,827720,0,4,0,97412532,2049,0,4,0,0,0,2330,29,0,0,0
0,223191544,0,4,0,96675942,2048,0,4,0,0,0,2337,28,0,0,0
0,63686424,0,5,0,98485884,2076,0,5,0,0,0,1930,32,0,0,0
0,221563496,0,32,0,322160566,17332,0,32,0,0,8,6225,19,0,0,0
0,0,630,19,0,0,42130,0,19,0,0,1012,1012,29,0,0,0
0,0,0,4,0,0,12152,0,4,0,0,98,98,27,0,0,0
0,0,0,4,0,0,14649,0,4,0,0,84,84,32,0,0,0
0,0,550,11,0,0,13664,0,11,0,0,360,360,24,0,0,0
0,243938752,0,4,0,91394781,2048,0,4,0,0,0,2341,30,0,0,0
0,0,451,6,0,0,12272,0,6,0,0,171,171,32,0,0,0
0,114565320,0,5,0,96661377,2115,0,5,0,0,0,1995,22,0,0,0
0,189088416,0,5,0,183900953,18127,0,4,0,0,1,9131,23,0,0,0
0,65536,638,17,0,0,35039,0,17,0,0,22,22,28,0,0,0
0,0,0,3,0,0,11078,0,3,0,0,80,80,26,0,0,0
0,0,617,13,1,0,41843,0,13,0,0,1049,1049,24,0,0,2
0,0,552,11,0,0,24676,0,11,0,0,15,15,17,0,0,10
0,122717376,0,4,0,143988085,3729,0,2,0,0,0,37547,35,0,0,0
0,0,0,1,0,0,13473,0,1,0,0,126,126,22,0,0,0
0,147098144,0,18,0,738709288,22162,0,18,0,0,9,8024,28,0,0,0
0,166008048,0,2,0,132227976,3134,0,2,0,0,0,12021,34,0,0,0
0,0,445,9,0,0,14602,0,9,0,0,170,170,29,0,0,0
0,206597928,0,15,0,624170295,8943,0,14,0,0,6,105205,35,0,0,0
0,0,468,5,0,0,11792,0,5,0,0,63,63,34,0,0,0
0,156682184,0,13,0,201516353,5219,0,13,0,0,0,34783,29,0,0,0
0,0,453,6,2,0,39820,0,6,0,0,1494,1494,26,0,0,0
0,104579560,0,2,0,217967168,5219,0,2,0,0,0,39285,26,0,0,0
0,0,560,15,0,0,32618,0,15,0,0,16,16,28,0,0,0
0,9299432,0,10,0,575012788,6922,0,9,0,13146,0,484,39,0,0,0
0,0,452,9,0,0,13664,0,9,0,0,280,280,26,0,0,0
0,157089968,0,5,0,179749432,4400,0,5,0,0,0,25005,34,0,0,0
0,42418904,0,3,0,70198922,1545,0,3,0,0,0,5324,28,0,0,0
0,0,443,6,0,0,12661,0,6,0,0,164,164,37,0,0,0
0,60628296,0,8,0,3576872,840,0,7,0,0,0,18459,22,0,0,0
0,0,638,24,0,0,47232,0,21,0,0,1486,1486,27,0,0,0
0,0,522,17,0,0,27338,0,17,0,0,235,235,32,0,0,0
0,110206648,0,3,0,449196154,8262,0,3,0,0,0,2666,22,0,0,0
0,87044088,0,2,0,362723563,7880,0,2,0,0,0,41898,18,0,0,0
0,0,550,14,0,0,15482,0,14,0,0,169,169,29,0,0,0
0,5,565,15,0,0,27186,0,15,0,0,260,260,28,0,0,0
0,112840624,0,4,0,100273522,2050,0,4,0,0,0,2358,35,0,0,0
0,171037744,0,5,0,103028000,2097,0,5,0,0,0,1979,30,0,0,0
0,209294040,0,5,0,95467266,2075,0,5,0,0,0,1932,34,0,0,0
0,188991736,0,4,0,90315638,2049,0,4,0,0,0,2348,29,0,0,0
0,206693576,0,4,0,97789748,2049,0,4,0,0,0,2342,31,0,0,0
0,147593184,0,4,0,94861370,2048,0,4,0,0,0,2329,28,0,0,0
0,0,0,4,0,0,11873,0,4,0,0,47,47,28,0,0,0
0,95305632,0,9,0,407024241,7804,0,9,0,0,0,10760,23,0,0,0
0,0,5966,15,0,0,14302,0,15,0,0,4,28,28,0,0,0
0,205139750,0,4,0,525828692,6414,0,3,0,3935,0,16451,23,0,0,0
0,216925864,0,4,0,56428563,1066,0,4,0,0,0,1518,29,0,0,0
0,1158648,0,2,0,337773043,7878,0,2,0,0,0,41405,23,0,0,0
0,0,6050,19,0,0,19761,0,19,0,0,4,14,19,0,0,0
0,70106240,0,19,0,441978395,20910,0,19,0,0,6,39683,26,0,0,0
0,149064968,0,3,0,391213747,7736,0,3,0,0,0,79,32,0,0,0
0,0,487,8,0,0,10277,0,8,0,0,10,10,33,0,0,0
0,124379616,0,29,0,458013824,21347,0,28,0,0,18,31575,22,0,0,0
0,162771784,0,8,0,86468266,3011,0,8,0,0,0,23563,29,0,0,0
0,0,552,11,0,0,13664,0,11,0,0,163,163,23,0,0,0
0,0,560,16,0,0,23326,0,16,0,0,25,25,25,0,0,0
0,173342792,0,3,0,612918058,10400,0,3,0,0,1,3459,24,0,0,0
0,0,0,3,0,0,12755,0,3,0,0,45,45,30,0,0,0
0,51936240,0,4,0,2370190,558,0,3,0,0,0,16081,25,0,0,0
0,9,6041,51,0,0,15696,0,47,0,0,4,442142,23,0,0,0
0,0,626,19,0,0,41508,0,19,0,0,1171,1171,29,0,0,3
0,233403544,0,2,0,467190836,6633,0,1,0,6406,0,3621,22,0,0,0
0,65538,615,17,0,0,44047,0,17,0,0,1242,1242,37,0,0,0
0,158540344,0,2,0,113701014,2724,0,2,0,0,0,6616,36,0,0,0
0,8913005,572,15,1,0,23942,0,15,0,0,20,20,21,16,0,0
0,0,566,15,0,0,12612,0,15,0,0,192,192,23,0,0,0
0,164833560,0,2,0,760759658,10281,0,2,0,0,1,443,19,0,0,0
0,231444768,0,2,0,51740419,1065,0,2,0,0,0,1525,33,0,0,0
0,240158568,0,4,0,548005800,10416,0,4,0,0,1,13719,23,0,0,0
0,196625,561,14,0,0,37347,0,14,0,0,1474,1474,28,0,0,0
0,47825856,0,3,0,546181950,10423,0,2,0,0,1,1408,21,0,0,0
0,225195560,0,6,0,553125010,10422,0,6,0,0,1,5165,22,0,0,0
0,0,549,21,0,0,22055,0,21,0,0,27,27,27,0,0,0
0,0,0,2,0,0,11312,0,2,0,0,58,58,22,0,0,0
0,239211360,0,5,0,577613305,10616,0,5,0,0,0,6925,21,0,0,0
0,0,558,5,0,0,12925,0,5,0,0,142,142,34,0,0,0
0,0,563,27,0,0,37785,0,27,0,0,1414,1414,30,0,0,0
0,0,0,4,0,0,11097,0,4,0,0,65,65,27,0,0,0
0,6478000,0,4,0,53152669,1376,0,4,0,0,0,10430,28,0,0,0
0,47445272,0,3,0,69515541,1523,0,3,0,0,0,4799,31,0,0,0
0,0,625,17,0,0,25249,0,17,0,0,681,681,33,0,0,0
0,0,0,4,0,0,12154,0,4,0,0,131,131,30,0,0,0
0,143784056,0,5,0,578736064,10256,0,5,0,0,1,3934,15,0,0,0
0,214003176,0,17,0,28875462,13614,0,17,0,0,11,11679,24,0,0,0
0,215691808,0,4,0,50468442,1374,0,4,0,0,0,10366,21,0,0,0
0,224089888,0,2,0,350977381,7880,0,2,0,0,0,43238,19,0,0,0
0,80496656,0,5,0,587421225,10256,0,5,0,0,1,3880,18,0,0,0
0,0,561,11,0,0,27506,0,11,0,0,239,239,28,0,0,1
0,0,0,4,0,0,13761,0,4,0,0,137,137,25,0,0,0
0,8944240,0,5,0,32619046,1022,0,5,0,0,0,6516,24,0,0,0
0,38652760,0,7,0,446833269,7830,0,7,0,0,0,4903,27,0,0,0
0,64689272,0,5,0,468491653,10616,0,5,0,0,0,19508,21,0,0,0
0,0,548,17,0,0,13659,0,17,0,0,300,300,25,0,0,0
0,0,559,18,1,0,23971,0,16,0,0,21,21,20,0,0,0
0,0,564,24,0,0,25450,0,24,0,0,28,28,25,0,0,0
0,0,564,36,0,0,23158,0,36,0,0,40,40,31,0,0,0
0,180489168,0,5,0,74333220,1539,0,5,0,0,0,7431,21,0,0,0
0,0,632,27,0,0,35052,0,27,0,0,31,31,21,0,0,0
0,51347888,0,5,0,51248089,1065,0,5,0,0,0,1533,26,0,0,0
0,85273528,0,6,0,168635600,2721,0,6,0,0,0,4476,22,0,0,0
0,0,632,13,0,0,41602,0,13,0,0,1033,1033,30,0,0,0
0,0,566,28,0,0,37785,0,27,0,0,1413,1413,29,0,0,0
0,0,425,6,0,0,11937,0,6,0,0,124,124,26,0,0,0
0,0,631,22,0,0,39486,0,22,0,0,1500,1500,30,0,0,0
0,130489992,0,7,0,604866533,20244,0,7,0,0,4,690,21,0,0,0
0,0,551,21,0,0,27977,0,21,0,0,289,289,29,0,0,0
0,97958168,0,4,0,92712495,2048,0,4,0,0,0,2354,33,0,0,0
0,0,566,16,0,0,32616,0,16,0,0,16,16,28,0,0,0
0,0,451,6,0,0,13616,0,6,0,0,96,96,27,0,0,0
0,0,560,16,0,0,15424,0,16,0,0,229,229,27,0,0,0
0,0,555,8,0,0,24672,0,8,0,0,12,12,20,0,0,0
0,0,557,15,0,0,32310,0,15,0,0,18,18,27,0,0,0
0,165647887,0,3,0,531697583,6418,0,2,0,2088,0,347,24,0,0,0
0,0,0,3,0,0,10975,0,3,0,0,42,42,24,0,0,0
0,146950440,0,2,0,150581171,3156,0,2,0,0,0,12700,29,0,0,0
0,223879392,0,2,0,368640947,7882,0,2,0,0,0,43280,20,0,0,0
0,0,0,3,0,0,11745,0,3,0,0,48,48,34,0,0,0
0,159898816,0,4,0,93386105,2077,0,4,0,0,1,1922,34,0,0,0
0,0,562,19,0,0,23096,0,19,0,0,31,31,26,0,0,0
0,0,563,19,0,0,36951,0,19,0,0,1334,1334,26,0,0,0
0,65778408,0,2,0,68601784,1540,0,2,0,0,0,5176,28,0,0,0
0,0,9075,8,0,0,9379,0,8,0,0,0,544,31,0,0,0
0,3087744,0,6,0,184810700,17338,0,6,0,0,1,11363,27,0,0,0
0,127324112,0,22,0,500280652,20932,0,23,0,0,5,68371,22,0,0,0
0,140651854,0,15,0,7437251423,23101,0,15,0,0,7,15,32,0,0,0
0,167853912,0,16,0,15249240,13615,0,16,0,0,9,15740,20,0,0,0
0,15254736,0,7,0,433752311,8193,0,7,0,0,0,8551,18,0,0,0
0,15005592,0,6,0,452741693,8071,0,6,0,0,0,25193,27,0,0,0
0,228309568,0,14,0,232699656,5576,0,4,0,0,0,895,21,0,0,1
0,0,0,1,0,0,2410,0,1,0,0,17,17,31,0,0,0
0,173781984,0,2,0,574364860,6295,0,2,0,4072,0,2597,35,0,0,0
0,200327264,0,2,0,342832442,7880,0,2,0,0,0,42433,18,0,0,0
0,124336656,0,6,0,393288598,7735,0,6,0,0,1,108,29,0,0,0
0,0,448,9,0,0,10951,0,9,0,0,19,19,26,0,0,0
0,0,553,13,0,0,27339,0,13,0,0,171,171,29,0,0,0
0,182563152,0,7,0,432804576,8193,0,7,0,0,0,11381,17,0,0,0
0,47148592,0,14,0,285612156,5578,0,1,0,0,0,518,21,0,0,0
0,113612088,0,9,0,450227105,8364,0,9,0,0,0,5930,24,0,0,0
0,0,633,13,0,0,41120,0,13,0,0,1086,1086,24,0,0,2
0,55157224,0,26,0,138877114,17372,0,26,0,0,6,30687,21,0,0,0
0,0,438,6,0,0,12155,0,6,0,0,115,115,31,0,0,0
0,229667776,0,8,0,335950404,7877,0,8,0,0,0,42733,17,0,0,0
0,27712744,0,15,0,395452581,19490,0,14,0,0,3,7249,22,0,0,0
0,0,6141,22,0,0,14904,0,22,0,0,2,203852,30,0,0,0
0,0,613,31,0,0,40973,0,31,0,0,811,811,25,0,0,0
0,41177080,0,4,0,615365234,21603,0,4,0,0,2,6730,25,0,0,0
0,1,561,17,0,0,38753,0,17,0,0,1434,1434,28,0,0,0
0,165802192,0,5,0,886483403,15633,0,5,0,0,1,70715,24,0,0,0
0,0,556,27,0,0,15482,0,27,0,0,85,85,28,0,0,0
0,0,573,13,0,0,23339,0,13,0,0,250,250,31,0,0,0
0,220659348,0,2,0,4764869447,6632,0,1,0,2207,0,4474,25,0,0,0
0,225325816,0,1,0,52346503,1379,0,1,0,0,0,10494,32,0,0,0
0,17944264,0,2,0,170235987,4042,0,0,0,0,0,24403,24,0,0,0
0,0,568,10,0,0,26164,0,10,0,0,195,195,30,0,0,0
0,0,7025,22,0,0,13604,0,22,0,0,3,18,18,0,0,0
0,50159648,0,16,0,421043782,19114,0,16,0,0,9,25375,31,0,0,0
0,0,8908,7,0,0,9380,0,7,0,0,0,490,26,0,0,0
0,0,553,10,0,0,26165,0,10,0,0,218,218,27,0,0,0
0,228235776,0,3,0,241207867,4090,0,0,0,0,0,2708,25,0,0,0
0,0,404,8,0,0,14647,0,8,0,0,108,108,25,0,0,0
0,147402728,0,14,0,703474615,16467,0,13,0,0,1,89908,22,0,0,0
0,0,629,30,0,0,42451,0,29,0,0,1246,1246,29,0,0,0
0,0,518,13,0,0,32597,0,11,0,0,17,17,26,0,0,0
0,3,622,29,0,0,42518,0,29,0,0,1151,1151,31,0,0,26
0,47972072,0,13,0,454711369,19250,0,13,0,0,8,18184,36,0,0,0
0,131605104,0,4,0,119048396,2911,0,4,0,0,0,7067,30,0,0,0
0,0,442,6,0,0,13665,0,6,0,0,59,59,36,0,0,0
0,10702304,0,5,0,580537747,10255,0,5,0,0,1,3978,17,0,0,0
0,155139264,0,11,0,579320341,7281,0,10,0,3794,0,6826,29,0,0,0
0,0,0,1,0,0,11983,0,1,0,0,178,178,31,0,0,0
0,55262920,0,2,0,2271753,542,0,1,0,0,0,16040,27,0,0,0
0,0,569,20,0,0,38531,0,20,0,0,1435,1435,24,0,0,0
0,0,524,17,0,0,27337,0,17,0,0,230,230,31,0,0,0
0,0,440,5,0,0,13498,0,5,0,0,176,176,25,0,0,0
0,0,562,28,0,0,23448,0,28,0,0,35,35,33,0,0,0
0,0,594,18,0,0,42122,0,17,0,0,1132,1132,27,0,0,2
0,0,627,14,9,0,41535,0,14,0,0,1145,1145,35,0,0,0
0,0,553,13,0,0,13664,0,13,0,0,347,347,25,0,0,0
0,207147496,0,7,0,508154736,10639,0,7,0,0,1,29292,25,0,0,0
0,60509448,0,2,0,2466157,394,0,2,0,0,0,15954,28,0,0,0
0,220671744,0,1,0,96936938,2053,0,1,0,0,0,2312,36,0,0,0
0,0,0,4,0,0,12921,0,4,0,0,59,59,27,0,0,0
0,154961432,0,9,0,205206467,15609,0,9,0,0,2,8583,27,0,0,0
0,0,8883,8,0,0,9379,0,8,0,0,0,550,31,0,0,0
0,23297900,0,12,0,250847230,16942,0,12,0,2,1,28066,30,0,0,0
0,0,458,5,0,0,11937,0,5,0,0,112,112,25,0,0,0
0,0,557,20,0,0,37767,0,20,0,0,1389,1389,31,0,0,0
0,57,5358,7,0,0,12648,0,7,0,0,2,57,19,0,0,0
0,0,439,9,0,0,14600,0,9,0,0,90,90,33,0,0,0
0,0,561,18,0,0,27423,0,18,0,0,18,18,29,0,0,0
0,0,629,20,0,0,34756,0,20,0,0,26,26,40,0,0,3
0,1,616,20,0,0,41510,0,20,0,0,1158,1158,29,0,0,0
0,0,447,5,0,0,12134,0,5,0,0,184,184,28,0,0,0
0,0,553,18,0,0,23099,0,18,0,0,20,20,27,0,0,0
0,63641048,0,9,0,4984587731,21604,0,9,0,0,4,9838,26,0,0,0
0,161762944,0,15,0,751945973,22209,0,15,0,0,8,17506,27,0,0,0
0,0,578,64,0,0,39474,0,64,0,0,1530,1530,26,0,0,0
0,210620056,0,23,0,550390385,16155,0,23,0,0,13,91006,22,0,0,0
0,0,616,55,0,0,42650,0,55,0,0,1120,1120,29,0,0,0
0,0,0,3,0,0,10974,0,3,0,0,61,61,22,0,0,0
0,0,545,22,0,0,13636,0,22,0,0,164,164,24,0,0,0
0,0,0,4,0,0,11937,0,4,0,0,173,173,25,0,0,0
0,92975568,0,5,0,110241630,2723,0,5,0,0,0,6585,34,0,0,0
0,0,569,20,0,0,36225,0,20,0,0,1281,1281,27,0,0,0
0,0,571,23,0,0,27992,0,23,0,0,483,483,22,0,0,0
0,0,553,19,0,0,25474,0,19,0,0,22,22,18,0,0,6
0,132191280,0,28,0,66361089,1535,0,28,0,0,1,4836,31,0,0,0
0,0,569,16,0,0,32622,0,16,0,0,17,17,25,0,0,0
0,0,442,6,0,0,11745,0,6,0,0,76,76,34,0,0,0
0,143528024,0,9,0,409890665,7804,0,9,0,0,0,11290,25,0,0,0
0,0,627,101,0,0,46829,0,98,0,0,1524,1524,29,0,0,0
0,0,627,12,0,0,41603,0,11,0,0,1069,1069,30,0,0,0
0,98819704,0,3,0,149033540,3137,0,3,0,0,0,12525,32,0,0,0
0,31788448,0,20,0,196048218,5216,0,20,0,0,0,15977,26,0,0,0
0,145936440,0,12,0,128474391,2357,0,12,0,0,0,4817,20,0,0,0
0,0,563,18,0,0,32310,0,17,0,0,18,18,25,0,0,0
0,16447176,0,10,0,146919464,4013,0,10,0,0,0,40099,28,0,0,0
0,0,539,12,0,0,13661,0,12,0,0,340,340,25,0,0,0
0,143842936,0,1,0,154366196,3134,0,1,0,0,0,12662,34,0,0,0
0,0,565,14,0,0,32597,0,14,0,0,17,17,30,0,0,0
0,214552120,0,2,0,141094296,3134,0,2,0,0,0,12666,36,0,0,0
0,138002088,0,2,0,152194314,4017,0,2,0,0,0,39156,28,0,0,0
0,139276048,0,1,0,204969192,5504,0,1,0,0,0,30264,26,0,0,0
0,12,2159,17,0,0,6646,0,18,0,0,2,0,23,0,0,0
0,104751512,0,2,0,52339643,1064,0,2,0,0,0,1453,24,0,0,0
0,0,439,6,0,0,10972,0,6,0,0,73,73,21,0,0,0
0,10144480,0,4,0,423764625,17920,0,4,0,0,1,991,19,0,0,0
0,174815696,0,9,0,18788728,15969,0,9,0,0,1,16205,24,0,0,0
0,0,566,20,0,0,37824,0,20,0,0,1393,1393,29,0,0,0
0,0,0,4,0,0,12276,0,4,0,0,139,139,27,0,0,0
0,44762112,0,7,0,464223538,18837,0,7,0,0,2,4624,29,0,0,0
0,0,617,34,0,0,40435,0,34,0,0,983,983,26,0,0,2
0,0,0,4,0,0,12159,0,4,0,0,83,83,26,0,0,0
0,0,626,30,0,0,42480,0,30,0,0,1307,1307,29,0,0,0
0,51375664,0,2,0,2730878,411,0,2,0,0,0,15953,30,0,0,0
0,0,449,7,0,0,12439,0,7,0,0,127,127,25,0,0,0
0,0,608,20,0,0,41510,0,20,0,0,1157,1157,26,0,0,0
0,0,0,3,0,0,12417,0,3,0,0,131,131,21,0,0,0
0,0,614,35,0,0,42992,0,35,0,0,1131,1131,37,0,0,0
0,0,404,8,0,0,14647,0,8,0,0,97,97,29,0,0,0
0,66727304,0,26,0,311477469,19145,0,26,0,0,13,10198,24,0,0,0
0,101354272,0,1,0,571187666,9343,0,1,0,0,0,116,35,0,0,0
0,0,630,18,0,0,41605,0,18,0,0,999,999,33,0,0,0
0,0,629,18,0,0,35375,0,18,0,0,19,19,21,0,0,0
0,202909416,0,2,0,498083365,9297,0,2,0,0,0,2235,32,0,0,0
0,0,0,4,0,0,10975,0,4,0,0,40,40,33,0,0,0
0,0,0,3,0,0,14437,0,3,0,0,143,143,29,0,0,0
0,65594328,0,5,0,52527707,1065,0,5,0,0,0,1521,31,0,0,0
0,0,453,9,0,0,15480,0,9,0,0,80,80,31,0,0,0
0,0,640,30,0,0,41597,0,30,0,0,770,770,28,0,0,0
0,167331176,0,13,0,214138218,16870,0,12,0,0,7,44371,29,0,0,0
0,0,564,18,0,0,27423,0,18,0,0,19,19,29,0,0,0
0,51308896,0,32,0,316805129,17207,0,32,0,0,8,10229,19,0,0,0
0,104456368,0,2,0,211054690,5508,0,2,0,0,0,29804,21,0,0,0
0,187565248,0,20,0,203042677,5216,0,20,0,0,0,15995,25,0,0,0
0,160017510,0,3,0,529340074,6631,0,2,0,6130,0,20329,26,0,0,0
0,108458792,0,19,0,184608694,4319,0,19,0,0,0,23872,27,0,0,0
0,50958568,0,2,0,201403855,5504,0,2,0,0,0,30706,23,0,0,0
0,0,573,23,0,0,37272,0,23,0,0,1374,1374,26,0,0,0
0,0,0,4,0,0,12609,0,4,0,0,192,192,29,0,0,0
0,0,0,4,0,0,10950,0,4,0,0,128,128,17,0,0,0
0,204028848,0,1,0,169444936,4406,0,1,0,0,0,25745,33,0,0,0
0,0,453,5,0,0,11790,0,5,0,0,71,71,34,0,0,0
0,0,545,17,0,0,24642,0,17,0,0,17,17,26,0,0,0
0,112986936,0,24,0,302166143,20704,0,24,0,0,8,47011,27,0,0,0
0,25141848,0,2,0,194687807,5053,0,2,0,0,0,38590,25,0,0,0
0,50864680,0,6,0,139663992,3729,0,4,0,0,0,38337,26,0,0,0
0,226903640,0,19,0,183496155,4320,0,19,0,0,0,23405,27,0,0,0
0,0,565,41,0,0,36062,0,41,0,0,43,43,23,0,0,0
0,0,617,19,0,0,40721,0,17,0,0,966,966,25,0,0,6
0,0,561,14,0,0,23983,0,14,0,0,19,19,19,0,0,0
0,237685696,0,15,0,407367207,19490,0,14,0,0,3,10528,22,0,0,0
0,76881568,0,3,0,161350242,3991,0,3,0,0,0,38479,36,0,0,0
0,0,558,67,0,0,36371,0,65,0,0,1320,1320,27,0,0,0
0,0,628,21,0,0,46176,0,21,0,0,1570,1570,24,0,0,0
0,0,616,50,0,0,42561,0,50,0,0,1147,1147,31,0,0,0
0,0,572,17,0,0,40712,0,17,0,0,869,869,32,0,0,172
0,0,0,1,0,0,13499,0,1,0,0,65,65,30,0,0,0
0,0,0,3,0,0,12441,0,3,0,0,126,126,25,0,0,0
0,0,573,17,0,0,38521,0,17,0,0,1444,1444,24,0,0,0
0,0,0,4,0,0,11125,0,4,0,0,60,60,25,0,0,0
0,0,0,3,0,0,11078,0,3,0,0,135,135,21,0,0,0
0,65536,617,17,0,0,35039,0,17,0,0,22,22,28,0,0,0
0,159453040,0,4,0,96714496,2052,0,4,0,0,0,2333,33,0,0,0
0,92895392,0,1,0,52157248,1333,0,1,0,0,0,10295,30,0,0,0
0,2,487,6,0,0,39552,0,6,0,0,951,951,36,0,0,0
0,908280,0,5,0,177880623,4089,0,2,0,0,0,2791,20,0,0,0
0,131073,628,34,0,0,42993,0,31,0,0,1155,1155,35,0,0,1
0,0,629,46,0,0,44860,0,46,0,0,766,766,26,0,0,0
0,4568832,0,8,0,53055643,1065,0,8,0,0,1,1471,28,0,0,0
0,0,0,3,0,0,12155,0,3,0,0,167,167,28,0,0,0
0,229262376,0,9,0,119428844,15196,0,9,0,0,0,5985,21,0,0,0
0,20118256,0,9,0,713503161,22190,0,9,0,0,4,31134,25,0,0,0
0,131811119,0,5,0,586534614,6268,0,5,0,19722,0,2063,39,0,0,0
0,0,1175,20,0,0,8355,0,5,0,0,2,20475,21,0,0,0
0,142046392,0,2,0,132172481,3152,0,2,0,0,0,12531,23,0,0,0
0,168954488,0,8,0,178069464,4399,0,8,0,0,0,24663,32,0,0,0
0,173787264,0,1,0,51983563,1333,0,1,0,0,0,10252,29,0,0,0
0,101055912,0,11,0,175990906,4375,0,11,0,0,0,24276,31,0,0,0
0,92306696,0,5,0,146986492,4014,0,5,0,0,0,39313,26,0,0,0
0,52607850,0,9,0,482755248,6610,0,8,0,3267,0,4576,22,0,0,0
0,52994808,0,3,0,3983348,555,0,3,0,0,0,17918,28,0,0,0
0,0,609,52,0,0,42480,0,52,0,0,1069,1069,29,0,0,0
0,63102708,0,15,0,467869128,6631,0,14,0,3343,0,26375,24,0,0,0
0,0,0,3,0,0,11984,0,3,0,0,123,123,26,0,0,0
0,0,0,4,0,0,12609,0,4,0,0,190,190,26,0,0,0
0,0,557,15,0,0,24674,0,15,0,0,18,18,26,0,0,0
0,103278024,0,7,0,117752604,2458,0,7,0,0,0,5526,32,0,0,0
0,0,559,22,0,0,36951,0,22,0,0,1340,1340,29,0,0,0
0,25799432,0,10,0,283787603,16685,0,10,0,0,1,18098,24,0,0,0
0,92508464,0,1,0,54247849,1374,0,1,0,0,0,10460,26,0,0,0
0,56093344,0,2,0,247540893,6202,0,2,0,0,0,21310,19,0,0,0
0,0,0,3,0,0,11077,0,3,0,0,46,46,25,0,0,0
0,0,565,16,0,0,32623,0,16,0,0,17,17,28,0,0,0
0,21031344,0,19,0,556285971,20261,0,19,0,0,11,15324,26,0,0,1
0,82610040,0,6,0,151487624,3729,0,4,0,0,0,38560,26,32,32,0
0,94319712,0,1,0,30662576,1022,0,1,0,0,0,6766,20,0,0,0
0,152816208,0,53,0,4899861739,23437,0,53,0,0,24,175630,33,0,0,0
0,0,0,4,0,0,13761,0,4,0,0,79,79,22,0,0,0
0,67461344,0,1,0,93542557,2053,0,1,0,0,0,2366,35,0,0,0
0,188052184,0,3,0,150588621,3728,0,1,0,0,0,38897,34,0,0,0
0,0,555,12,0,0,13665,0,12,0,0,268,268,25,0,0,0
0,49696984,0,13,0,912997229,18169,0,13,0,0,1,31856,31,0,0,0
0,75860048,0,2,0,497031019,6632,0,1,0,3490,0,33015,20,0,0,0
0,0,566,18,0,0,23099,0,17,0,0,21,21,27,0,0,0
0,144626880,0,4,0,51715609,1374,0,4,0,0,0,10386,28,0,0,0
0,229132904,0,5,0,334986901,7885,0,5,0,0,0,42792,17,0,0,0
0,188392608,0,4,0,57078666,1333,0,4,0,0,0,10202,30,0,0,0
0,240370688,0,4,0,52779644,1329,0,4,0,0,0,10272,23,0,0,0
0,0,619,34,0,0,47932,0,33,0,0,1591,1591,29,0,0,0
0,0,439,5,0,0,14935,0,5,0,0,68,68,24,0,0,0
0,88639520,0,4,0,386747996,7548,0,4,0,0,1,336,23,0,0,0
0,0,550,16,0,0,25424,0,16,0,0,18,18,26,0,0,0
0,85415024,0,4,0,55126959,1333,0,4,0,0,0,10282,30,0,0,0
0,0,440,5,0,0,13498,0,5,0,0,174,174,36,0,0,0
0,146839952,0,1,0,241997534,6202,0,1,0,0,0,19906,29,0,0,0
0,0,1691,11,0,0,16595,0,11,0,0,4,51696,24,0,0,0
0,0,0,6,0,0,7928,0,6,0,0,736,736,37,0,0,0
0,0,563,16,0,0,36338,0,16,0,0,1268,1268,20,0,0,0
0,74986528,0,3,0,3916962,555,0,3,0,0,0,17935,28,0,0,0
