date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2015/1/15,5YD8MVBC,ST1500DL003,1.5003E+12,1,108,20439944,,,92,0,100,29,100,0,85,9290019247,,,85,13730,100,0,,,100,29,,,,,,,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,9,100,29,28,28,12,20439944,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,4.93749E+13,100,2966006911,100,1551807180,,,,,,,,,,
2015/1/15,JK1105B8G3R4GX,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,116,622,100,38,100,1,100,0,100,0,95,36765,100,0,,,100,38,,,,,,,,,,,,,,,,,,,,,100,1014,100,1014,222,27,,,100,1,100,0,100,0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/16,PL1331LAGSMBZH,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,132,108,100,436,100,8,100,0,100,0,113,42,100,4068,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,100,45,100,45,222,27,,,100,0,100,0,100,0,200,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/16,JK11A8B9J9HYNF,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,116,623,100,46,100,1,100,0,100,0,96,34082,100,0,,,100,46,,,,,,,,,,,,,,,,,,,,,100,886,100,886,250,24,,,100,1,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/16,W300KQ4N,ST4000DM000,4.00079E+12,1,116,101741232,,,96,0,100,4,100,0,89,859334057,,,88,10543,100,0,,,100,4,,,,,,,99,1,100,0,100,0,100,0,93,7,80,20,100,0,100,1,100,581,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2.40707E+14,100,18841279746,100,1.75032E+11,,,,,,,,,,
2015/1/16,Z1Z05HEW,ST4000DX000,4.00079E+12,1,114,76910188,,,90,0,100,14,100,0,87,19238573930,,,83,14999,100,0,,,100,14,,,,,,,100,0,100,0,100,0,100,0,98,2,69,31,100,0,100,6,100,14,31,31,62,76910188,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,9.83891E+13,100,19833104067,100,41798496206,,,,,,,,,,
2015/1/16,JK11A8B9J9022F,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,117,613,100,46,100,2,100,0,100,0,96,34081,100,0,,,100,46,,,,,,,,,,,,,,,,,,,,,100,865,100,865,253,23,,,100,2,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/17,W1F0T034,ST3000DM001,3.00059E+12,1,117,154998752,,,92,0,100,24,99,1312,66,4168243,,,76,21353,100,0,,,100,24,,,,,,,100,0,100,0,82,18,100,94490722326,97,3,74,26,100,0,100,10,1,306996,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,7.2426E+13,100,3.23188E+11,100,1.89592E+14,,,,,,,,,,
2015/1/18,6XW004T2,ST31500541AS,1.5003E+12,1,105,78218711,,,100,0,100,33,100,0,93,1970281328,,,47,47110,100,0,,,100,33,,,,,,,100,0,100,0,99,1,100,3,100,0,74,26,,,,,,,26,26,59,78218711,,,100,0,100,0,200,1,,,,,,,,,,,,,,,,,100,2.35003E+14,100,3135411131,100,2078711682,,,,,,,,,,
2015/1/18,S1F0GG8X,ST3000DM001,3.00059E+12,1,92,54292264,,,92,0,100,25,51,64736,80,111414351,,,76,21836,100,0,,,100,24,,,,,,,100,0,100,0,1,160,100,73015558163,100,0,77,23,100,0,100,11,4,192179,23,23,,,,,100,0,100,0,200,2,,,,,,,,,,,,,,,,,100,4.32074E+13,100,1.215E+12,100,2.22959E+14,,,,,,,,,,
2015/1/19,W1F0Z1W9,ST3000DM001,3.00059E+12,1,114,77877592,,,92,0,100,37,100,0,87,474595967,,,80,17916,100,0,,,100,37,,,,,,,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,12,1,233238,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2.67259E+14,100,1.30989E+12,100,2.52841E+14,,,,,,,,,,
2015/1/19,W300BX8K,ST4000DM000,4.00079E+12,1,114,66458456,,,92,0,100,52,100,0,89,938833208,,,87,11514,100,0,,,100,52,,,,,,,100,0,100,0,100,0,100,0,99,1,74,26,100,0,100,49,97,6472,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,5.70501E+13,100,19813857238,100,1.10031E+11,,,,,,,,,,
2015/1/19,W1F15S4D,ST3000DM001,3.00059E+12,1,120,241813024,,,92,0,100,23,98,3528,89,916843122,,,80,17655,100,0,,,100,23,,,,,,,100,0,100,0,26,74,100,94490722326,100,0,77,23,100,0,100,6,47,106159,23,23,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,100,1.23897E+14,100,4.89272E+11,100,1.51994E+14,,,,,,,,,,
2015/1/19,Z1F1FCH5,ST3000DM001,3.00059E+12,1,117,163342800,,,92,0,100,23,100,0,89,863970529,,,78,19278,100,0,,,100,23,,,,,,,100,0,100,0,94,6,100,17180131332,99,1,79,21,100,0,100,7,1,239297,21,21,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,100,1.60821E+14,100,3.21363E+13,100,1.04762E+14,,,,,,,,,,
2015/1/19,9VS1PM0M,ST31500341AS,1.5003E+12,1,100,2928076,,,100,0,100,57,100,6,92,1705696099,,,48,45586,100,0,,,100,57,,,,,,,,,100,0,94,6,100,42950328330,8,92,76,24,,,,,,,24,24,55,2928076,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2.46381E+14,100,1574211569,100,823955746,,,,,,,,,,
2015/1/19,Z300ZSEV,ST4000DM000,4.00079E+12,1,108,19113176,,,91,0,100,11,100,16,88,701029726,,,91,8358,100,0,,,100,11,,,,,,,99,1,100,0,97,3,100,34360262664,85,15,75,25,100,0,100,1,81,39450,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,6.87367E+13,100,17770249416,100,79382814392,,,,,,,,,,
2015/1/19,Z1F0NVZA,ST3000DM001,3.00059E+12,1,109,21389544,,,91,0,100,26,100,0,82,22293976512,,,80,17678,100,0,,,100,26,,,,,,,100,0,100,0,40,60,100,0,91,9,80,20,100,0,100,10,1,209721,20,20,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,100,7.0562E+13,100,18570703626,100,1.326E+11,,,,,,,,,,
2015/1/19,Z1F0LVPW,ST3000DM001,3.00059E+12,1,102,120878440,,,92,0,100,32,100,304,90,706968,,,76,21726,100,0,,,100,31,,,,,,,99,1,100,0,66,34,100,1.67506E+11,100,0,74,26,100,0,100,7,1,298439,26,26,,,,,100,40,100,40,200,52,,,,,,,,,,,,,,,,,100,1.20762E+14,100,1.17903E+12,100,2.69694E+14,,,,,,,,,,
2015/1/19,S1F0QY11,ST3000DM001,3.00059E+12,1,117,159635352,,,92,0,100,23,100,0,79,99029245,,,76,21348,100,0,,,100,23,,,,,,,100,0,100,0,91,9,100,85900656660,99,1,73,27,100,0,100,7,1,231336,27,27,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,100,2.81273E+14,100,2.9592E+11,100,2.68832E+14,,,,,,,,,,
2015/1/19,Z30250Q5,ST4000DM000,4.00079E+12,1,117,120017840,,,99,0,100,1,100,8,81,121630466,,,98,1761,100,0,,,100,1,,,,,,,100,0,100,0,96,4,100,0,98,2,70,30,100,0,100,0,100,250,30,30,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,1743,100,9003466844,100,39557951744,,,,,,,,,,
2015/1/19,Z3014PNR,ST4000DM000,4.00079E+12,1,119,226090184,,,91,0,100,22,100,0,83,228718774,,,92,7832,100,0,,,100,22,,,,,,,100,0,100,0,100,0,100,18,95,5,79,21,100,0,100,12,54,93821,21,21,,,,,100,8,100,8,200,10,,,,,,,,,,,,,,,,,100,7428,100,16803983346,100,91606498031,,,,,,,,,,
2015/1/19,S1F023H2,ST3000DM001,3.00059E+12,1,114,64499464,,,92,0,100,59,100,0,85,367616084,,,76,21132,100,0,,,100,57,,,,,,,100,0,100,0,99,1,100,0,100,0,80,20,100,0,100,19,1,514661,20,20,,,,,100,16,100,16,200,3,,,,,,,,,,,,,,,,,100,1.01477E+14,100,1.79679E+13,100,1.92247E+14,,,,,,,,,,
2015/1/19,PL2331LAGMNVVJ,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,133,104,125,558,100,18,100,0,100,0,113,42,100,6318,100,0,,,100,18,,,,,,,,,,,,,,,,,,,,,100,76,100,76,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/19,S1F0S2WJ,ST3000DM001,3.00059E+12,1,120,238299872,,,93,0,100,40,100,1184,90,965593696,,,77,20245,100,0,,,100,40,,,,,,,100,0,100,0,100,0,100,47245361163,100,0,73,27,100,0,100,14,1,268662,27,27,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,100,1.03096E+14,100,2.66681E+11,100,1.07322E+14,,,,,,,,,,
2015/1/19,6XW0W39J,ST31500541AS,1.5003E+12,1,112,127523200,,,100,0,100,55,35,2696,92,1662532893,,,50,43866,100,0,,,100,55,,,,,,,100,0,100,0,99,1,100,4295032833,32,68,72,28,,,,,,,28,28,51,127523200,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2.46338E+14,100,2882792965,100,4009637984,,,,,,,,,,
2015/1/20,5YD96SR2,ST1500DL003,1.5003E+12,1,102,3812072,,,92,0,100,29,100,0,54,1.04804E+12,,,79,18705,100,0,,,100,29,,,,,,,100,0,100,0,100,0,100,5,100,0,72,28,100,0,100,12,100,29,28,28,21,3812072,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2.43692E+14,100,1940568078,100,1289287,,,,,,,,,,
2015/1/20,S1F0P3G2,ST3000DM001,3.00059E+12,1,112,178102642,,,93,0,100,32,93,10288,76,43118423,,,76,21425,100,0,,,100,32,,,,,,,100,0,100,0,52,48,100,1.07376E+11,100,0,74,26,100,0,100,8,1,261020,26,26,,,,,98,424,98,424,200,1,,,,,,,,,,,,,,,,,100,1.00588E+14,100,3.09033E+11,100,1.39471E+14,,,,,,,,,,
2015/1/20,PL2331LAGMBD9J,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,133,104,140,553,100,14,100,0,100,0,109,44,100,4308,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,100,99,100,99,253,22,,,100,0,100,72,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/20,Z1Z04QWM,ST4000DX000,4.00079E+12,1,109,160124305,,,90,0,100,16,100,1,93,1990178918,,,83,15095,100,0,,,100,16,,,,,,,100,0,100,0,94,6,100,0,99,1,69,31,100,0,100,6,100,139,31,31,57,160124305,,,100,2,100,2,200,0,,,,,,,,,,,,,,,,,100,2.22312E+14,100,18848593499,100,40867964928,,,,,,,,,,
2015/1/20,Z300QLQP,ST4000DM000,4.00079E+12,1,116,114801008,,,91,0,100,25,100,0,86,445422270,,,92,7844,100,0,,,100,25,,,,,,,99,1,100,0,100,0,100,1,91,9,70,30,100,0,100,18,53,95170,30,30,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,7436,100,14964654761,100,2.87673E+11,,,,,,,,,,
2015/1/21,WD-WMC4N2515137,WDC WD30EFRX,3.00059E+12,1,200,12,,,179,6050,100,7,200,0,200,0,,,96,3476,100,0,100,0,100,7,,,,,,,,,,,,,,,,,,,,,200,3,200,3,125,25,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/21,Z30049G6,ST4000DM000,4.00079E+12,1,117,137912920,,,96,0,100,4,100,0,61,1418815,,,100,31,100,0,,,100,4,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,1,100,5,20,20,,,,,100,48,100,48,200,0,,,,,,,,,,,,,,,,,100,31,100,5939956050,100,4425515,,,,,,,,,,
2015/1/21,S3006XVN,ST4000DM000,4.00079E+12,1,115,91755976,,,92,0,100,17,100,0,57,5.19757E+11,,,92,7198,100,0,,,100,17,,,,,,,99,1,100,0,94,6,100,1,99,1,78,22,100,0,100,5,17,166921,22,22,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,100,6510,100,3815210665,100,31778584232,,,,,,,,,,
2015/1/21,S300XQPK,ST4000DM000,4.00079E+12,1,117,162244840,,,99,0,100,1,100,0,78,75855333,,,99,1017,100,0,,,100,1,,,,,,,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,100,85,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,1011,100,7339384876,100,25153213382,,,,,,,,,,
2015/1/21,WD-WCC4N0338673,WDC WD30EFRX,3.00059E+12,1,200,2285,,,178,6066,100,31,200,0,200,0,,,88,9210,100,0,100,0,100,31,,,,,,,,,,,,,,,,,,,,,200,2,97,310960,122,28,,,200,0,200,2,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/21,Z300WTAD,ST4000DM000,4.00079E+12,1,118,196133192,,,92,0,100,9,100,8,73,1.72667E+11,,,89,9663,100,0,,,100,9,,,,,,,100,0,100,0,81,19,100,1,86,14,76,24,100,0,100,4,97,7133,24,24,,,,,100,56,100,56,200,0,,,,,,,,,,,,,,,,,100,9.64864E+13,100,19747145068,100,88995722394,,,,,,,,,,
2015/1/21,9VS1ERNK,ST31500341AS,1.5003E+12,1,102,4618929,,,100,0,100,66,100,15,92,1661747478,,,45,48835,100,0,,,100,65,,,,,,,,,100,0,100,0,100,51540393996,18,82,73,27,,,,,,,27,27,30,4618929,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,4.83098E+13,100,2200083770,100,1287884207,,,,,,,,,,
2015/1/21,Z300SVPW,ST4000DM000,4.00079E+12,1,105,69819062,,,92,0,100,13,98,2456,79,98990315,,,94,5632,100,0,,,100,11,,,,,,,99,1,100,0,1,453,100,0,100,0,67,33,100,0,100,0,55,91781,33,33,,,,,97,608,97,608,200,0,,,,,,,,,,,,,,,,,100,5197,100,9942401185,100,1.15688E+11,,,,,,,,,,
2015/1/22,PL1331LAGTWG3H,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,133,104,100,0,100,4,100,0,100,0,113,42,100,3324,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,100,32,100,32,240,25,,,100,0,100,0,100,0,200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/22,W1F0F6BN,ST3000DM001,3.00059E+12,1,109,22646880,,,93,0,100,37,100,0,78,76514278,,,76,21467,100,0,,,100,37,,,,,,,100,0,100,0,42,58,100,77310590995,99,1,77,23,100,0,100,12,1,244253,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,5.49326E+12,100,2.95101E+11,100,5.02536E+13,,,,,,,,,,
2015/1/22,WD-WMC4N1516828,WDC WD30EFRX,3.00059E+12,1,200,804,,,192,5358,100,11,200,0,100,0,,,93,5739,100,0,100,0,100,11,,,,,,,,,,,,,,,,,,,,,200,2,160,121763,128,22,,,200,0,200,2,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/22,WD-WXP1H643SYYJ,WDC WD60EFRX,6.00118E+12,1,200,6,,,100,0,100,3,200,0,100,0,,,99,1132,100,0,100,0,100,3,,,,,,,,,,,,,,,,,,,,,200,0,200,146,121,31,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/22,WD-WXK1H641EJT3,WDC WD60EFRX,6.00118E+12,1,200,0,,,100,0,100,4,200,0,200,0,,,99,1133,100,0,100,0,100,4,,,,,,,,,,,,,,,,,,,,,200,0,200,129,122,30,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/22,5XW08NNC,ST31500541AS,1.5003E+12,1,119,220318585,,,100,0,100,31,100,0,90,1335056260,,,65,30718,100,0,,,100,31,,,,,,,100,0,100,0,94,6,100,0,100,0,71,29,,,,,,,29,29,62,220318585,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2.10084E+14,100,2210059351,100,2343728997,,,,,,,,,,
2015/1/23,W300DKKP,ST4000DM000,4.00079E+12,1,114,73214752,,,91,0,100,13,100,0,89,814161624,,,88,11257,100,0,,,100,13,,,,,,,100,0,100,0,98,2,100,0,98,2,76,24,100,0,100,1,97,6164,24,24,,,,,100,40,100,40,200,0,,,,,,,,,,,,,,,,,100,1.68998E+14,100,17400733540,100,1.5687E+11,,,,,,,,,,
2015/1/23,Z300PAYP,ST4000DM000,4.00079E+12,1,120,1564456,,,93,0,100,7,70,38848,59,4.33452E+12,,,88,11234,100,0,,,100,7,,,,,,,100,0,100,0,1,185,100,2,97,3,72,28,100,0,100,4,100,1277,28,28,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,100,2.58682E+14,100,19724670394,100,1.85462E+11,,,,,,,,,,
2015/1/23,W1F0P114,ST3000DM001,3.00059E+12,1,118,192865952,,,92,0,100,76,100,0,89,880428422,,,79,19073,100,0,,,100,76,,,,,,,100,0,100,0,91,9,100,47245361163,100,0,69,31,100,0,100,36,1,271129,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,1.61761E+14,100,1.1962E+12,100,6.2317E+13,,,,,,,,,,
2015/1/23,W300J81S,ST4000DM000,4.00079E+12,1,108,20960944,,,91,0,100,14,100,0,89,833542144,,,88,11256,100,0,,,100,13,,,,,,,100,0,100,0,99,1,100,0,99,1,80,20,100,0,100,3,98,4135,20,20,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,100,1.33891E+14,100,17319468308,100,1.64194E+11,,,,,,,,,,
2015/1/23,JK1101B9GM986F,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,114,638,100,66,100,58,100,0,100,0,95,37275,100,0,,,100,66,,,,,,,,,,,,,,,,,,,,,100,1108,100,1108,222,27,,,100,60,100,18,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/23,WD-WCC4N0393378,WDC WD30EFRX,3.00059E+12,1,200,0,,,174,6258,100,12,200,0,100,0,,,94,4545,100,0,100,0,100,12,,,,,,,,,,,,,,,,,,,,,200,3,175,77681,121,29,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/23,9VS1Z2LK,ST31500341AS,1.5003E+12,1,114,60344309,,,100,0,100,72,98,105,92,1679655152,,,45,48877,100,0,,,100,72,,,,,,,,,100,0,88,12,100,47245361163,41,59,69,31,,,,,,,31,31,52,60344309,,,100,5,100,5,200,0,,,,,,,,,,,,,,,,,100,1.83507E+14,100,1260909659,100,794686455,,,,,,,,,,
2015/1/23,W1F0X4FC,ST3000DM001,3.00059E+12,1,114,64408168,,,92,0,100,24,100,0,79,86108593,,,76,21446,100,0,,,100,24,,,,,,,100,0,100,0,100,0,100,94490722326,100,0,73,27,100,0,100,7,1,245849,27,27,,,,,100,48,100,48,200,0,,,,,,,,,,,,,,,,,100,8.31033E+13,100,3.04441E+11,100,1.23542E+14,,,,,,,,,,
2015/1/23,Z3025M96,ST4000DM000,4.00079E+12,1,117,149642528,,,98,0,100,2,100,0,81,142461161,,,98,2408,100,0,,,100,2,,,,,,,100,0,100,0,94,6,100,0,98,2,78,22,100,0,100,1,90,21509,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2316,100,9834259298,100,52697254525,,,,,,,,,,
2015/1/24,WD-WCAU47761777,WDC WD10EADS,1.0002E+12,1,200,24,,,165,6725,100,57,200,0,100,0,,,35,48145,100,0,100,0,100,55,,,,,,,,,,,,,,,,,,,,,200,3,200,57,122,28,,,200,0,200,0,200,0,200,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/26,5YD97C16,ST1500DL003,1.5003E+12,1,105,9142536,,,92,0,100,25,100,0,69,3.44393E+11,,,83,15103,100,0,,,100,25,,,,,,,100,0,100,0,100,0,100,1,100,0,71,29,100,0,100,10,100,25,29,29,36,9142536,,,100,0,100,0,200,1,,,,,,,,,,,,,,,,,100,2.54296E+14,100,1183397024,100,2998799722,,,,,,,,,,
2015/1/26,Z3029GVL,ST4000DM000,4.00079E+12,1,95,136362437,,,98,0,100,2,100,16,71,14286984,,,100,318,100,0,,,100,2,,,,,,,100,0,100,0,69,31,100,0,100,0,78,22,100,0,100,0,100,37,22,22,,,,,100,32,100,32,200,0,,,,,,,,,,,,,,,,,100,317,100,1392218068,100,8303804920,,,,,,,,,,
2015/1/26,PL1311LAG3DLYH,Hitachi HDS5C4040ALE630,4.00079E+12,1,100,0,135,99,129,525,100,24,100,0,100,0,113,42,99,10677,100,0,,,100,22,,,,,,,,,,,,,,,,,,,,,100,231,100,231,222,27,,,100,0,100,0,100,0,200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/26,Z30251ZZ,ST4000DM000,4.00079E+12,1,117,164653952,,,97,0,100,3,100,0,81,142673672,,,98,2479,100,0,,,100,3,,,,,,,100,0,100,0,94,6,100,0,99,1,78,22,100,0,100,1,90,21907,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,2401,100,9837657920,100,62992008247,,,,,,,,,,
2015/1/26,Z300KE6C,ST4000DM000,4.00079E+12,1,115,84785112,,,94,0,100,6,100,0,89,903526102,,,88,11270,100,0,,,100,6,,,,,,,100,0,100,0,100,0,100,0,93,7,77,23,100,0,100,2,98,4285,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,1.89399E+14,100,19698271832,100,1.86882E+11,,,,,,,,,,
2015/1/26,S1F0LCTV,ST3000DM001,3.00059E+12,1,104,47001646,,,92,0,100,45,100,0,89,832405843,,,75,22197,100,0,,,100,45,,,,,,,100,0,100,0,93,7,100,38655295497,100,0,77,23,100,0,100,12,1,468887,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,4.37571E+13,100,8.49633E+11,100,1.86717E+14,,,,,,,,,,
2015/1/26,6XW057PG,ST31500541AS,1.5003E+12,1,109,160054125,,,100,0,100,43,97,131,93,2130239837,,,48,45612,100,0,,,100,43,,,,,,,100,0,100,0,94,6,100,0,96,4,73,27,,,,,,,27,27,48,160054125,,,100,6,100,6,200,0,,,,,,,,,,,,,,,,,100,9.21958E+13,100,949371881,100,1137836505,,,,,,,,,,
2015/1/26,9XW01RCL,ST31500541AS,1.5003E+12,1,116,107435334,,,100,0,100,72,22,3214,91,1386959495,,,51,43447,100,0,,,100,72,,,,,,,100,0,100,0,100,0,100,0,99,1,70,30,,,,,,,30,30,50,107435334,,,100,4,100,4,200,0,,,,,,,,,,,,,,,,,100,1.36636E+14,100,282658810,100,3960495081,,,,,,,,,,
2015/1/27,PL2331LAGRX9VJ,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,133,104,100,0,100,3,100,0,100,0,113,42,100,4525,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,100,58,100,58,166,36,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/27,9XW03B5R,ST31500541AS,1.5003E+12,1,118,189882022,,,100,0,100,57,100,11,91,1453506711,,,55,40224,100,0,,,100,57,,,,,,,100,0,100,0,49,51,100,0,100,0,71,29,,,,,,,29,29,51,189882022,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,1.80225E+14,100,3451210646,100,3852163133,,,,,,,,,,
2015/1/27,9VS19BY6,ST31500341AS,1.5003E+12,1,117,162407469,,,100,0,100,103,74,1090,93,1901242479,,,44,49362,100,0,,,100,102,,,,,,,,,100,0,100,0,100,30065229831,1,128,69,31,,,,,,,31,31,49,162407469,,,100,185,100,185,200,0,,,,,,,,,,,,,,,,,100,2.00412E+14,100,3871750187,100,2567064637,,,,,,,,,,
2015/1/27,PL1311LAG3E9PH,Hitachi HDS5C4040ALE630,4.00079E+12,1,100,65536,135,99,122,572,100,16,100,35,100,0,109,44,98,16539,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,100,29,100,29,250,24,,,79,119,100,48,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/27,JK2171B9HYT8ZL,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,111,651,100,17,100,44,100,0,100,0,95,35896,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,100,894,100,894,214,28,,,100,52,100,2,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/27,WD-WCC4N0392234,WDC WD30EFRX,3.00059E+12,1,200,28,,,176,6175,100,17,200,0,100,0,,,92,5929,100,0,100,0,100,17,,,,,,,,,,,,,,,,,,,,,200,3,152,144442,122,28,,,200,0,200,1,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/27,W300D623,ST4000DM000,4.00079E+12,1,120,242132392,,,92,0,100,15,100,0,84,258347137,,,84,14026,100,0,,,100,15,,,,,,,100,0,100,0,100,0,100,0,1,194,73,27,100,0,100,9,100,1764,27,27,,,,,100,64,100,64,200,0,,,,,,,,,,,,,,,,,100,1.35137E+14,100,21959354928,100,1.13681E+11,,,,,,,,,,
2015/1/27,WD-WXK1H643N7YU,WDC WD60EFRX,6.00118E+12,1,200,6,,,100,0,100,4,200,0,100,0,,,99,1252,100,0,100,0,100,4,,,,,,,,,,,,,,,,,,,,,200,0,200,151,119,33,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/1/27,WD-WCC4N0397990,WDC WD30EFRX,3.00059E+12,1,200,48,,,173,6308,100,17,200,0,100,0,,,92,6561,100,0,100,0,100,17,,,,,,,,,,,,,,,,,,,,,200,4,162,114920,122,28,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
